Age,Sex,Education,Marital_Status,Job_Position,Shifts,Working_days/week,Working_hours/week_excbreak,Break_timeHrs,Job_Experience,Travelling_Time,SalaryPer Annum,Family_Type,Family_Members,Dependent_Members,Earning_Members,Felt_stress,Stress_past,S1,S2,S3,S4,S5,S6,S7,S8,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,How stress shows its ill effect in job performance?,Health_Problems,Physical_mental_problems,Coping_Stress,CopingMethods_beneficial,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,Organisation_Stress,Beneficial_Org,Company_Programs,Members
29,Male,Post Graduate,Married,Senior Associate,Day only,5,8,1,2,4,3,1,5,4,1,1,,2,2,2,3,1,3,2,5,4,4,4,5,5,4,5,5,3,4,3,5,3,3,5,Lack of concentration,Tension;Depression;Insecurity;Restlessness;Back pain,Under/Over Eating;Poor performance in job,0,,,,,,,,,,,,,,0,,Effective training and development program;Health club,Aishwarya Ashokan
29,Male,Post Graduate,Married,Associate,Day or Night,6,7,1,2,1,2,1,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Motivational lectures;Health club,Sheetal Gorde
31,Female,Post Graduate,Married,Senior Associate,Day only,5,8,1,2,3,4,1,2,0,2,0,1,1,1,1,1,1,4,3,4,1,1,1,2,1,1,1,1,2,1,1,1,1,1,4,Lack of concentration,Back pain,None,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
35,Female,Post Graduate,Married,Senior Associate,Day only,6,7,1,2,1,2,1,3,1,2,1,,1,3,2,2,1,3,4,5,2,3,4,3,4,3,3,3,2,2,2,2,2,3,3,Lack of concentration,Headache;High/Low Blood Pressure,None,1,1,4,4,3,3,3,4,3,5,4,4,4,3,1,1,Motivational lectures,Sheetal Gorde
38,Male,Graduate,Married,Team Leader,Day only,5,7,1,3,5,4,1,5,4,1,1,,3,2,3,3,1,5,3,4,4,4,3,2,4,2,4,4,4,4,4,4,4,4,4,Lack of concentration,Headache,None,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
25,Male,Post Graduate,Single,Senior Associate,Day only,5,9,1,2,2,1,1,5,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling,Aishwarya Ashokan
25,Male,Post Graduate,Single,Associate,Day only,6,8.5,1,1,3,1,1,3,2,1,1,,3,4,5,5,5,2,2,1,4,4,5,4,3,5,5,4,5,5,3,5,4,5,5,Low morale,Depression;Insecurity;Restlessness,Poor performance in job;Withdrawal from relationship;Violence,0,,,,,,,,,,,,,,0,,Health club,Suresh Konar
27,Male,Graduate,Single,Senior Associate,Day only,5,8,1,2,3,2,1,5,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Motivational lectures,Suresh Konar
27,Male,Post Graduate,Single,Team Leader,Day only,6,8,1,1,2,2,2,8,4,4,1,,3,3,3,3,3,3,1,1,2,5,2,5,2,3,5,4,5,5,5,5,5,5,4,Lack of concentration,Tension;Depression;Restlessness,Under/Over Eating;Poor performance in job;Withdrawal from relationship;Violence,0,,,,,,,,,,,,,,0,,Motivational lectures;Health club,Suresh Konar
27,Male,Post Graduate,Single,Team Leader,Day only,6,8,1,1,2,2,2,8,4,4,1,,3,3,3,3,3,3,1,1,2,5,2,5,2,3,5,4,5,5,5,5,5,5,4,Lack of concentration,Tension;Depression;Restlessness,Under/Over Eating;Poor performance in job;Withdrawal from relationship;Violence,0,,,,,,,,,,,,,,0,,Motivational lectures;Health club,Suresh Konar
28,Male,Graduate,Single,Team Leader,Night only,5,10,1,2,2,2,2,8,5,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Effective training and development program,Suresh Konar
30,Male,Graduate,Married,Manager,Day only,6,7,1,2,2,2,2,5,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Effective training and development program;Motivational lectures,Raj Shah
27,Male,Post Graduate,Single,Senior Associate,Day only,5,8,1,1,3,1,1,4,2,2,1,,2,1,4,4,4,3,5,4,1,1,4,4,4,4,4,4,5,4,3,5,4,4,4,Lack of concentration,Headache;Depression;Insecurity,Under/Over Eating;Poor performance in job;Violence,0,,,,,,,,,,,,,,0,,Effective training and development program;Motivational lectures;Health club,Suresh Konar
28,Female,Graduate,Married,Manager,Day only,5,8,1,2,2,2,1,2,0,2,1,,2,2,3,2,3,4,4,4,5,4,4,3,5,5,4,3,3,3,3,3,3,3,4,Committing more errors,Headache;Stomach disorder;Chest pain;Tension;Back pain,Under/Over Eating,0,,,,,,,,,,,,,,1,1,Health club,Raj Shah
27,Female,Graduate,Married,Associate,Day only,6,8.3,1,2,4,2,2,4,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Motivational lectures,Suresh Konar
34,Male,Graduate,Married,Associate,Day only,6,8,1,3,3,1,2,5,3,2,1,,2,3,5,3,4,2,2,2,3,4,4,4,3,3,4,4,3,3,3,4,3,4,4,Can't complete your work within specific time,None,None,0,,,,,,,,,,,,,,0,,Effective training and development program,Suresh Konar
25,Male,Graduate,Single,Senior Associate,Day only,5,8,1,1,2,2,2,4,2,2,1,,3,2,4,3,3,3,3,3,2,4,4,5,4,2,4,4,4,2,1,4,1,2,4,Losing patience while dealing with customers or clients,None,Under/Over Eating,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Suresh Konar
42,Male,Graduate,Married,Senior Associate,Day only,5,8,1,4,1,2,1,5,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Suresh Konar
23,Female,Post Graduate,Single,Trainee,Day only,5,7,1,1,2,1,1,5,3,2,1,,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Lack of concentration,Headache,None,1,1,3,3,3,3,3,3,2,2,2,2,2,2,1,1,Employee counselling,Aishwarya Ashokan
44,Male,Graduate,Married,Manager,Day only,6,7.5,1,5,2,4,2,6,5,1,0,1,1,3,4,3,2,4,3,3,2,2,4,4,3,3,4,4,4,4,3,5,3,4,3,Low morale,Headache;Restlessness;Back pain,Excessive alcohol,0,,,,,,,,,,,,,,0,,Effective training and development program,Suresh Konar
27,Female,Graduate,Married,Senior Associate,Day only,5,10,1,1,2,1,2,6,3,3,1,,1,1,1,1,1,1,3,2,2,2,1,3,4,4,3,3,3,3,2,2,2,2,3,Can't complete your work within specific time,None,None,0,,,,,,,,,,,,,,0,,Effective training and development program;Motivational lectures;Health club,Suresh Konar
30,Male,Graduate,Single,Associate,Night only,5,8,1,1,2,1,2,5,3,2,1,,2,3,4,4,4,3,4,4,5,4,4,3,5,3,4,3,4,4,4,4,4,4,3,Lack of concentration,Headache;Stomach disorder;Depression;Insecurity;Back pain,Frequent hospitalization,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Suresh Konar
25,Male,HSC,Married,Senior Associate,Day only,6,8,1,2,5,1,2,4,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Can't complete your work within specific time,Headache;Chest pain;High/Low Blood Pressure,Increased Smoking;Under/Over Eating,0,,,,,,,,,,,,,,0,,Employee counselling,Suresh Konar
27,Male,Graduate,Married,Senior Associate,Night only,5,8,1,2,3,2,2,6,2,4,0,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Increased Absenteeism,None,None,0,,,,,,,,,,,,,,1,1,Effective training and development program;Motivational lectures,Suresh Konar
45,Female,Post Graduate,Married,Senior Associate,Day only,6,7,1,4,2,3,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Effective training and development program;Motivational lectures,Sheetal Gorde
42,Male,Post Graduate,Married,Senior Associate,Day or Night,6,7,1,4,1,4,1,4,2,2,0,1,1,2,3,3,2,3,4,4,3,4,3,4,4,3,2,2,2,2,2,2,2,3,3,Lack of concentration,High/Low Blood Pressure,None,0,,,,,,,,,,,,,,0,,Motivational lectures;Health club,Sheetal Gorde
28,Male,Post Graduate,Single,Associate,Day or Night,6,7,1,1,1,1,1,5,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program,Sheetal Gorde
30,Male,Graduate,Single,Associate,Day or Night,6,7,1,2,1,2,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Motivational lectures;Health club,Sheetal Gorde
37,Female,Post Graduate,Married,Senior Associate,Day only,6,7,1,3,1,3,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Effective training and development program;Motivational lectures,Sheetal Gorde
39,Male,Post Graduate,Married,Senior Associate,Day only,5,8,1,3,2,4,1,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Health club,Sheetal Gorde
40,Male,Post Graduate,Married,Team Leader,Day only,6,7,1,4,1,4,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Health club,Sheetal Gorde
28,Male,Graduate,Single,Manager,Day only,6,7,1,1,1,2,2,3,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling,Suresh Konar
30,Male,Post Graduate,Single,Manager,Day only,5,7,1,2,3,3,1,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Motivational lectures;Health club,Sheetal Gorde
48,Male,Post Graduate,Married,Team Leader,Day only,6,7,1,5,2,4,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Sheetal Gorde
50,Male,Ph.D,Married,Manager,Day only,6,7,1,5,1,4,1,4,2,2,1,,1,1,2,1,1,4,5,5,2,3,3,2,3,2,2,2,2,2,2,2,2,3,4,Lack of concentration,High/Low Blood Pressure,None,0,,,,,,,,,,,,,,0,,Effective training and development program;Motivational lectures;Health club,Sheetal Gorde
41,Female,Post Graduate,Married,Team Leader,Day only,5,7,1,4,1,4,2,6,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures,Sheetal Gorde
46,Male,Ph.D,Married,Manager,Day only,6,7,1,5,1,4,1,4,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures,Sheetal Gorde
45,Male,Post Graduate,Married,Team Leader,Day only,6,7,1,5,2,4,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program,Sheetal Gorde
44,Male,Post Graduate,Married,Team Leader,Day only,5,7,1,4,2,4,1,4,2,2,1,,1,2,3,3,1,3,4,4,2,3,4,4,4,3,2,2,2,2,2,2,2,3,4,Losing patience while dealing with customers or clients,Headache;Back pain,None,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Sheetal Gorde
38,Female,Post Graduate,Married,Senior Associate,Day only,6,7,1,3,1,3,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Motivational lectures,Sheetal Gorde
39,Male,Post Graduate,Married,Senior Associate,Day only,6,7,1,3,2,3,1,4,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Sheetal Gorde
36,Female,Post Graduate,Married,Senior Associate,Day only,6,7,1,3,1,3,1,5,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Motivational lectures;Health club,Sheetal Gorde
23,Male,Graduate,Single,Senior Associate,Day only,5,8.5,1,1,1,1,1,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Health club,Suresh Konar
27,Male,HSC,Single,Trainee,Day only,6,8,1,1,1,2,2,4,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling;Motivational lectures,Suresh Konar
27,Male,Graduate,Married,Associate,Day only,6,8,1,1,3,1,1,4,1,3,0,1,3,4,5,5,5,2,1,1,2,2,4,4,5,3,5,5,5,5,4,5,5,5,4,Can't complete your work within specific time,Headache;Stomach disorder;Chest pain;Tension;Anxiety;Depression;Insomnia;High/Low Blood Pressure;Restlessness;Back pain,Under/Over Eating;Frequent crying;Poor performance in job;Withdrawal from relationship;Suicidal Thoughts,1,1,5,5,3,5,3,5,5,5,5,5,5,2,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Suresh Konar
24,Female,Post Graduate,Single,Trainee,Day only,5,8.5,1,1,2,2,1,5,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling,Suresh Konar
27,Male,Post Graduate,Single,Senior Associate,Day only,5,9,1,1,4,2,1,4,0,4,1,,3,5,5,4,5,3,3,5,3,4,5,5,4,4,1,4,1,4,4,5,1,3,5,Low morale,Restlessness,Under/Over Eating,0,,,,,,,,,,,,,,0,,Motivational lectures;Health club,Aishwarya Ashokan
31,Male,Graduate,Married,Manager,Day only,5,8,1,3,3,4,1,4,3,1,1,,1,2,3,2,3,4,4,4,3,4,5,4,4,4,5,4,5,5,5,5,5,5,3,Lack of concentration,Headache;High/Low Blood Pressure,Increased Smoking;Excessive alcohol;Poor performance in job,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Sheetal Gorde
30,Female,HSC,Married,Team Leader,Day only,5,8,1,2,3,2,1,4,2,2,1,,3,4,4,3,4,3,3,4,2,4,4,4,5,4,4,4,5,4,5,4,4,5,4,Can't complete your work within specific time,Headache;Chest pain;Tension;Restlessness;Back pain,Under/Over Eating;Poor performance in job,0,,,,,,,,,,,,,,0,,Employee counselling;Motivational lectures,Sheetal Gorde
26,Female,Graduate,Married,Team Leader,Day only,5,7,1,1,4,2,2,4,1,3,1,,2,3,2,2,2,2,3,2,4,2,3,4,3,2,2,3,3,3,3,3,3,3,3,Lack of concentration,Restlessness,None,0,,,,,,,,,,,,,,1,1,Health club,Suresh Konar
22,Male,Graduate,Single,Trainee,Day only,5,7,1,1,1,1,1,4,2,2,1,,2,2,3,3,1,3,3,2,1,1,2,4,4,4,3,3,4,4,4,3,4,4,2,Can't complete your work within specific time,Headache;Depression;Insomnia;Restlessness,Under/Over Eating;Violence,1,1,1,1,1,5,5,5,2,3,4,5,2,2,1,1,Employee counselling;Motivational lectures,Suresh Konar
25,Male,Graduate,Single,Associate,Day only,5,7,1,1,2,1,1,4,1,3,1,,3,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,5,5,4,4,Committing more errors,Headache;Tension;Back pain,Increased Smoking;Poor performance in job,1,1,4,5,4,5,5,5,2,5,5,5,5,1,1,1,Motivational lectures;Health club,Suresh Konar
22,Female,Graduate,Single,Associate,Day only,5,7,1,1,2,3,2,8,2,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Effective training and development program;Health club,Suresh Konar
36,Male,Graduate,Married,Manager,Day only,6,8,1,3,3,3,1,3,2,1,1,,2,1,2,2,1,3,3,3,3,3,4,3,4,1,1,1,3,1,1,4,2,3,2,Lack of concentration,None,None,0,,,,,,,,,,,,,,1,0,Employee counselling;Effective training and development program;Motivational lectures,Suresh Konar
22,Male,Graduate,Single,Trainee,Day only,5,8,1,1,3,2,1,5,1,4,1,,1,1,2,1,1,3,3,4,4,3,3,5,5,3,3,4,5,5,3,3,4,4,4,Can't complete your work within specific time,None,Poor performance in job,0,,,,,,,,,,,,,,1,1,Effective training and development program;Motivational lectures,Suresh Konar
26,Female,Post Graduate,Single,Associate,Day only,5,8,1,1,3,2,1,5,1,4,1,,2,3,2,2,3,4,4,2,4,4,4,4,4,2,3,3,2,3,2,2,3,2,2,Lack of concentration,Headache;Back pain;Others,Under/Over Eating;Withdrawal from relationship;Suicidal Thoughts,0,,,,,,,,,,,,,,0,,Employee counselling;Motivational lectures;Health club,Suresh Konar
22,Male,Graduate,Single,Trainee,Day only,5,7,1,1,1,2,1,4,1,3,1,,2,4,2,5,3,2,1,3,1,2,4,5,5,5,3,3,5,5,4,5,2,5,1,Low morale,Headache;Stomach disorder;Chest pain;Tension;Anxiety;Depression;Insecurity;Insomnia;Back pain,Increased Smoking;Excessive alcohol;Withdrawal from relationship;Violence,0,,,,,,,,,,,,,,0,,Motivational lectures,Sheetal Gorde
40,Male,Post Graduate,Married,Manager,Day only,4,8,1,4,4,4,2,5,2,3,0,1,4,5,2,3,3,2,3,3,3,4,5,3,2,2,4,4,5,5,5,5,4,4,5,Losing patience while dealing with customers or clients,Back pain,None,1,1,5,5,4,5,3,5,2,4,5,1,3,1,0,,Motivational lectures;Health club,Suresh Konar
34,Male,HSC,Married,Team Leader,Day or Night,7,10,1,3,2,3,2,8,5,3,1,,1,2,2,3,1,2,1,1,3,3,3,3,3,3,5,4,3,3,2,2,5,5,4,Losing patience while dealing with customers or clients,High/Low Blood Pressure;Others,Excessive alcohol,0,,,,,,,,,,,,,,0,,Motivational lectures,Suresh Konar
26,Female,Post Graduate,Married,Associate,Day only,6,8,1,1,2,1,2,8,5,3,1,,3,2,2,3,2,3,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,Losing patience while dealing with customers or clients,Headache;Tension;Depression;Restlessness;Back pain,Frequent hospitalization,0,,,,,,,,,,,,,,1,1,Effective training and development program,Suresh Konar
26,Female,Post Graduate,Married,Senior Associate,Day only,5,8,1,1,4,1,2,4,1,3,0,1,1,1,1,3,1,2,3,3,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,Losing patience while dealing with customers or clients,Headache;Restlessness;Back pain,Under/Over Eating,0,,,,,,,,,,,,,,0,,Employee counselling;Health club,Suresh Konar
29,Male,HSC,Single,Manager,Day or Night,6,8,1,2,1,2,2,7,5,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Motivational lectures,Suresh Konar
25,Female,Post Graduate,Single,Associate,Day only,5,8,1,1,1,1,2,8,5,3,1,,3,3,2,2,2,3,2,3,1,2,2,2,4,4,4,3,4,4,4,4,4,4,4,Can't complete your work within specific time,None,Frequent crying,0,,,,,,,,,,,,,,0,,Effective training and development program,Anshika Yadav
38,Male,Graduate,Single,Manager,Day or Night,5,10,1,3,2,4,1,6,4,2,1,,2,3,3,3,3,3,3,3,4,5,5,4,4,3,5,4,4,4,5,3,3,3,4,Lack of concentration,Back pain,Increased Smoking;Excessive alcohol;Under/Over Eating,0,,,,,,,,,,,,,,0,,Effective training and development program;Motivational lectures,Suresh Konar
25,Female,Post Graduate,Single,Associate,Day only,5,8,1,1,2,2,1,3,0,3,0,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Committing more errors,Back pain,Poor performance in job,0,,,,,,,,,,,,,,0,,Employee counselling,Suresh Konar
24,Female,Graduate,Single,Trainee,Day only,6,8,1,1,1,1,1,4,2,2,1,,1,3,3,3,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Committing more errors,Headache;Anxiety;Depression;Back pain,Under/Over Eating,1,0,4,4,4,4,4,4,1,4,4,4,4,4,0,,Employee counselling;Motivational lectures,Anshika Yadav
19,Female,HSC,Single,Trainee,Day only,5,8,1,1,4,1,1,5,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling;Health club,Anshika Yadav
24,Female,Post Graduate,Single,Trainee,Day only,5,8,1,1,3,1,1,2,1,1,1,,2,2,3,3,3,4,3,4,1,1,1,2,5,1,5,5,5,4,3,3,3,3,3,Lack of concentration,Tension,None,0,,,,,,,,,,,,,,0,,Employee counselling,Anshika Yadav
21,Male,Graduate,Single,Trainee,Day only,6,10,1,1,1,1,1,5,3,2,1,,3,5,5,5,5,3,2,5,1,2,4,5,5,5,1,3,3,5,1,5,1,1,2,Increased Absenteeism,Headache;Tension;Anxiety;Depression;Restlessness,Under/Over Eating,1,1,1,1,1,1,1,5,1,5,5,5,5,3,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
27,Female,Graduate,Married,Associate,Day only,6,8,1,5,2,2,2,4,1,3,1,,1,1,2,1,2,2,3,3,4,3,4,4,5,2,3,4,4,4,3,3,4,4,4,Losing patience while dealing with customers or clients,Stomach disorder;Back pain,Under/Over Eating;None,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Suresh Konar
30,Male,Post Graduate,Single,Team Leader,Day only,5,7,1,2,2,3,1,3,2,1,1,,3,1,3,2,1,4,4,5,4,5,4,3,3,5,4,3,5,4,4,5,2,5,4,Can't complete your work within specific time,None,None,0,,,,,,,,,,,,,,0,,Health club,Anshika Yadav
35,Male,Post Graduate,Married,Team Leader,Day only,5,8,1,3,2,3,1,4,3,1,0,1,2,3,2,3,2,3,2,4,1,3,3,5,4,3,4,3,3,5,2,5,3,5,3,Low morale,Tension;Insecurity;Restlessness;Back pain,Under/Over Eating;Others,0,,,,,,,,,,,,,,1,1,Effective training and development program,Suresh Konar
26,Female,Post Graduate,Single,Trainee,Day only,6,8,1,1,2,1,1,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program;Health club,Anshika Yadav
24,Female,Post Graduate,Single,Trainee,Day only,6,10.5,1,1,1,1,1,4,2,2,1,,3,5,5,5,5,5,5,4,2,5,5,4,5,5,4,4,5,5,5,5,3,5,5,Can't complete your work within specific time,Headache;Stomach disorder;Tension;High/Low Blood Pressure;Restlessness,Frequent hospitalization;Under/Over Eating;Frequent crying;Poor performance in job;Withdrawal from relationship;Suicidal Thoughts,0,,,,,,,,,,,,,,0,,Employee counselling,Anshika Yadav
26,Female,Graduate,Single,Trainee,Day only,5,7,1,1,1,1,1,4,2,2,1,,3,3,4,5,5,4,2,4,4,3,2,2,3,4,3,5,3,4,5,4,5,4,2,Committing more errors,Anxiety,Frequent crying;Poor performance in job,0,,,,,,,,,,,,,,0,,Employee counselling;Health club,Raj Shah
35,Male,Post Graduate,Married,Senior Associate,Day only,6,8,1,3,1,3,2,8,6,2,1,,3,2,1,4,4,3,2,5,1,2,4,4,2,2,2,2,4,3,4,4,4,4,5,Can't complete your work within specific time,Stomach disorder;Anxiety;Depression;Insomnia;High/Low Blood Pressure,Excessive alcohol;Poor performance in job;Others,1,1,4,5,4,5,5,5,4,4,5,5,4,4,0,,Employee counselling,Anshika Yadav
23,Female,Post Graduate,Single,Associate,Day only,6,8,1,1,3,1,1,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program,Raj Shah
24,Female,Post Graduate,Single,Associate,Day only,7,8,1,1,5,1,1,4,2,2,1,,4,4,3,5,1,2,1,1,2,2,2,2,4,3,5,5,5,5,3,3,2,3,3,Can't complete your work within specific time,Tension,Frequent crying;Violence,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program,Anshika Yadav
25,Female,Post Graduate,Single,Trainee,Day only,6,8,1,1,3,3,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Motivational lectures;Health club,Anshika Yadav
21,Male,Graduate,Single,Trainee,Day only,7,7,1,1,1,4,1,5,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Effective training and development program,Anshika Yadav
25,Female,Post Graduate,Single,Associate,Day only,6,8,1,1,1,1,1,3,1,2,1,,3,3,5,2,3,2,3,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,Losing patience while dealing with customers or clients,Tension,Poor performance in job,0,,,,,,,,,,,,,,0,,Employee counselling;Motivational lectures,Anshika Yadav
18,Male,HSC,Single,Team Leader,Day only,6,7,1,1,2,1,1,4,2,2,1,,1,1,1,3,2,3,5,3,2,1,3,4,4,5,4,4,4,5,4,5,4,5,4,Lack of concentration,Headache,Frequent hospitalization;Poor performance in job,0,,,,,,,,,,,,,,1,1,Effective training and development program;Motivational lectures;Health club,Anshika Yadav
22,Female,Graduate,Single,Trainee,Day only,6,8,1,1,2,1,1,5,1,4,1,,2,3,3,3,3,2,3,3,2,2,2,4,4,4,4,2,2,2,2,5,2,5,2,Lack of concentration,Headache;Stomach disorder;Back pain,Under/Over Eating;Violence,1,1,4,4,4,4,2,4,2,2,5,5,5,2,0,,Effective training and development program;Health club,Sheetal Gorde
19,Male,HSC,Single,Trainee,Day or Night,5,8,1,1,1,2,2,8,5,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Anshika Yadav
23,Male,Graduate,Single,Trainee,Day only,6,8,1,1,3,1,1,2,0,2,0,1,1,2,1,3,2,2,3,3,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,Lack of concentration,Headache;Back pain,None,0,,,,,,,,,,,,,,0,,Motivational lectures,Sheetal Gorde
22,Female,Graduate,Single,Associate,Day only,5,8,1,1,3,1,1,5,3,2,1,,3,3,3,2,2,2,1,2,4,4,4,4,4,3,4,3,4,3,3,3,2,3,3,Committing more errors,Headache;Stomach disorder;Tension;Restlessness,Frequent crying,0,,,,,,,,,,,,,,0,,Effective training and development program;Motivational lectures,Suresh Konar
23,Male,Graduate,Single,Trainee,Day only,6,8,1,1,4,1,2,4,0,4,0,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Losing patience while dealing with customers or clients,Headache,Violence,0,,,,,,,,,,,,,,0,,Motivational lectures,Akash Kadge
22,Male,Graduate,Single,Trainee,Day only,5,9,1,1,2,1,1,4,3,1,1,,2,2,4,3,4,3,1,2,1,3,4,4,5,2,5,4,1,5,2,3,2,5,3,Can't complete your work within specific time,Headache;Tension;Restlessness;Back pain,Withdrawal from relationship;Violence,0,,,,,,,,,,,,,,0,,Employee counselling,Suresh Konar
28,Male,Graduate,Single,Team Leader,Day only,5,8,1,1,2,1,1,6,2,4,1,,1,1,3,2,3,2,3,4,4,4,5,2,1,1,2,3,3,4,4,3,3,5,4,Lack of concentration,None,None,0,,,,,,,,,,,,,,0,,Health club,Anshika Yadav
23,Female,Graduate,Single,Trainee,Day only,5,9,1,1,3,2,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling,Suresh Konar
22,Female,Graduate,Single,Associate,Day only,5,8,1,1,3,1,1,5,3,2,1,,1,3,3,3,1,3,2,2,4,2,2,4,4,3,3,4,2,5,2,4,3,4,4,Losing patience while dealing with customers or clients,Anxiety;Restlessness,None,1,1,4,4,4,4,4,5,2,4,5,5,5,4,1,1,Effective training and development program;Health club,Suresh Konar
